country,year,type,age,f,m,total
Namibia,1997,sp,1524,249,232,481
Namibia,1997,sp,2534,401,791,1192
Namibia,1997,sp,3544,275,479,754
Namibia,1997,sp,4554,104,296,400
Namibia,1997,sp,5564,56,161,217
Namibia,1997,sp,65,47,93,140
Namibia,1998,sp,014,34,21,55
Namibia,1998,sp,1524,300,270,570
Namibia,1998,sp,2534,536,816,1352
Namibia,1998,sp,3544,310,541,851
Namibia,1998,sp,4554,117,267,384
Namibia,1998,sp,5564,62,148,210
Namibia,1998,sp,65,65,111,176
Namibia,1999,sp,014,25,20,45
Namibia,1999,sp,1524,339,247,586
Namibia,1999,sp,2534,540,908,1448
Namibia,1999,sp,3544,336,613,949
Namibia,1999,sp,4554,114,260,374
Namibia,1999,sp,5564,77,135,212
Namibia,1999,sp,65,36,110,146
Namibia,2000,sp,014,16,18,34
Namibia,2000,sp,1524,352,269,621
Namibia,2000,sp,2534,654,874,1528
Namibia,2000,sp,3544,348,665,1013
Namibia,2000,sp,4554,161,300,461
Namibia,2000,sp,5564,76,147,223
Namibia,2000,sp,65,52,81,133
Namibia,2001,sp,014,32,20,52
Namibia,2001,sp,1524,394,322,716
Namibia,2001,sp,2534,729,993,1722
Namibia,2001,sp,3544,404,732,1136
Namibia,2001,sp,4554,168,318,486
Namibia,2001,sp,5564,91,150,241
Namibia,2001,sp,65,66,116,182
Namibia,2002,sp,014,42,19,61
Namibia,2002,sp,1524,357,301,658
Namibia,2002,sp,2534,795,1033,1828
Namibia,2002,sp,3544,484,750,1234
Namibia,2002,sp,4554,182,326,508
Namibia,2002,sp,5564,91,146,237
Namibia,2002,sp,65,67,96,163
Namibia,2003,sp,014,47,31,78
Namibia,2003,sp,1524,451,364,815
Namibia,2003,sp,2534,927,1109,2036
Namibia,2003,sp,3544,571,838,1409
Namibia,2003,sp,4554,216,419,635
Namibia,2003,sp,5564,108,196,304
Namibia,2003,sp,65,102,108,210
Namibia,2004,sp,014,30,31,61
Namibia,2004,sp,1524,400,319,719
Namibia,2004,sp,2534,819,1092,1911
Namibia,2004,sp,3544,554,866,1420
Namibia,2004,sp,4554,203,371,574
Namibia,2004,sp,5564,106,159,265
Namibia,2004,sp,65,74,131,205
Namibia,2005,sp,014,105,98,203
Namibia,2005,sp,1524,399,355,754
Namibia,2005,sp,2534,809,1027,1836
Namibia,2005,sp,3544,525,874,1399
Namibia,2005,sp,4554,213,365,578
Namibia,2005,sp,5564,95,146,241
Namibia,2005,sp,65,91,120,211
Namibia,2006,sp,014,74,86,160
Namibia,2006,sp,1524,485,347,832
Namibia,2006,sp,2534,875,1052,1927
Namibia,2006,sp,3544,521,799,1320
Namibia,2006,sp,4554,239,386,625
Namibia,2006,sp,5564,92,174,266
Namibia,2006,sp,65,80,146,226
Namibia,2007,sp,014,69,57,126
Namibia,2007,sp,1524,417,370,787
Namibia,2007,sp,2534,826,1018,1844
Namibia,2007,sp,3544,513,786,1299
Namibia,2007,sp,4554,242,346,588
Namibia,2007,sp,5564,102,149,251
Namibia,2007,sp,65,76,120,196
Namibia,2008,sp,014,73,30,103
Namibia,2008,sp,1524,466,387,853
Namibia,2008,sp,2534,702,1033,1735
Namibia,2008,sp,3544,437,757,1194
Namibia,2008,sp,4554,226,346,572
Namibia,2008,sp,5564,110,149,259
Namibia,2008,sp,65,80,132,212
Namibia,2009,sp,014,84,41,125
Namibia,2009,sp,1524,384,357,741
Namibia,2009,sp,2534,678,936,1614
Namibia,2009,sp,3544,407,689,1096
Namibia,2009,sp,4554,214,348,562
Namibia,2009,sp,5564,97,166,263
Namibia,2009,sp,65,86,121,207
Namibia,2010,sp,014,67,36,103
Namibia,2010,sp,1524,429,359,788
Namibia,2010,sp,2534,685,852,1537
Namibia,2010,sp,3544,382,680,1062
Namibia,2010,sp,4554,206,287,493
Namibia,2010,sp,5564,122,146,268
Namibia,2010,sp,65,87,126,213
Namibia,2011,sp,014,78,48,126
Namibia,2011,sp,1524,427,337,764
Namibia,2011,sp,2534,653,844,1497
Namibia,2011,sp,3544,410,660,1070
Namibia,2011,sp,4554,185,361,546
Namibia,2011,sp,5564,100,152,252
Namibia,2011,sp,65,110,138,248
Namibia,2012,ep,014,163,180,343
Namibia,2012,ep,1524,116,126,242
Namibia,2012,ep,2534,219,228,447
Namibia,2012,ep,3544,177,261,438
Namibia,2012,ep,4554,84,138,222
Namibia,2012,ep,5564,25,46,71
Namibia,2012,ep,65,47,55,102
Namibia,2012,sn,014,339,386,725
Namibia,2012,sn,1524,200,153,353
Namibia,2012,sn,2534,379,477,856
Namibia,2012,sn,3544,306,516,822
Namibia,2012,sn,4554,183,268,451
Namibia,2012,sn,5564,98,162,260
Namibia,2012,sn,65,90,135,225
Namibia,2012,sp,014,81,61,142
Namibia,2012,sp,1524,394,358,752
Namibia,2012,sp,2534,582,810,1392
Namibia,2012,sp,3544,396,686,1082
Namibia,2012,sp,4554,198,292,490
Namibia,2012,sp,5564,84,157,241
Namibia,2012,sp,65,97,137,234
Namibia,2013,rel,014,491,603,1094
Namibia,2013,rel,1524,688,612,1300
Namibia,2013,rel,2534,1137,1496,2633
Namibia,2013,rel,3544,747,1404,2151
Namibia,2013,rel,4554,408,723,1131
Namibia,2013,rel,5564,220,392,612
Namibia,2013,rel,65,202,309,511
Nauru,1999,sp,014,0,0,0
Nauru,1999,sp,1524,0,0,0
Nauru,1999,sp,2534,1,0,1
Nauru,1999,sp,3544,3,0,3
Nauru,1999,sp,4554,0,1,1
Nauru,1999,sp,5564,0,1,1
Nauru,1999,sp,65,0,0,0
Nauru,2000,sp,4554,1,1,2
Nauru,2000,sp,5564,1,NA,NA
Nauru,2001,sp,3544,NA,1,NA
Nauru,2001,sp,4554,1,NA,NA
Nauru,2002,sp,2534,NA,1,NA
Nauru,2002,sp,3544,1,NA,NA
Nauru,2003,sp,014,0,0,0
Nauru,2003,sp,1524,0,0,0
Nauru,2003,sp,2534,0,0,0
Nauru,2003,sp,3544,0,0,0
Nauru,2003,sp,4554,0,1,1
Nauru,2003,sp,5564,0,0,0
Nauru,2003,sp,65,0,0,0
Nauru,2006,ep,014,0,0,0
Nauru,2006,ep,1524,0,3,3
Nauru,2006,ep,2534,0,1,1
Nauru,2006,ep,3544,1,0,1
Nauru,2006,ep,4554,0,0,0
Nauru,2006,ep,5564,1,0,1
Nauru,2006,ep,65,0,0,0
Nauru,2006,sn,014,0,0,0
Nauru,2006,sn,1524,0,1,1
Nauru,2006,sn,2534,0,0,0
Nauru,2006,sn,3544,0,0,0
Nauru,2006,sn,4554,1,2,3
Nauru,2006,sn,5564,0,0,0
Nauru,2006,sn,65,0,0,0
Nauru,2006,sp,014,0,0,0
Nauru,2006,sp,1524,0,1,1
Nauru,2006,sp,2534,0,0,0
Nauru,2006,sp,3544,1,0,1
Nauru,2006,sp,4554,0,0,0
Nauru,2006,sp,5564,0,0,0
Nauru,2006,sp,65,0,0,0
Nauru,2007,ep,014,0,0,0
Nauru,2007,ep,1524,0,0,0
Nauru,2007,ep,2534,0,0,0
Nauru,2007,ep,3544,0,0,0
Nauru,2007,ep,4554,0,0,0
Nauru,2007,ep,5564,0,0,0
Nauru,2007,ep,65,0,0,0
Nauru,2007,sn,014,0,0,0
Nauru,2007,sn,1524,0,0,0
Nauru,2007,sn,2534,0,0,0
Nauru,2007,sn,3544,0,0,0
Nauru,2007,sn,4554,0,0,0
Nauru,2007,sn,5564,0,0,0
Nauru,2007,sn,65,0,0,0
Nauru,2007,sp,014,0,1,1
Nauru,2007,sp,1524,0,1,1
Nauru,2007,sp,2534,0,0,0
Nauru,2007,sp,3544,0,1,1
Nauru,2007,sp,4554,0,0,0
Nauru,2007,sp,5564,0,0,0
Nauru,2007,sp,65,0,0,0
Nauru,2008,ep,014,0,0,0
Nauru,2008,ep,1524,0,0,0
Nauru,2008,ep,2534,0,0,0
Nauru,2008,ep,3544,0,0,0
Nauru,2008,ep,4554,0,0,0
Nauru,2008,ep,5564,0,0,0
Nauru,2008,ep,65,0,0,0
Nauru,2008,sn,014,0,0,0
Nauru,2008,sn,1524,0,0,0
Nauru,2008,sn,2534,0,0,0
Nauru,2008,sn,3544,0,0,0
Nauru,2008,sn,4554,1,1,2
Nauru,2008,sn,5564,0,0,0
Nauru,2008,sn,65,0,0,0
Nauru,2008,sp,014,0,0,0
Nauru,2008,sp,1524,0,1,1
Nauru,2008,sp,2534,0,0,0
Nauru,2008,sp,3544,0,0,0
Nauru,2008,sp,4554,0,1,1
Nauru,2008,sp,5564,0,0,0
Nauru,2008,sp,65,0,0,0
Nauru,2009,ep,014,0,0,0
Nauru,2009,ep,1524,0,0,0
Nauru,2009,ep,2534,0,0,0
Nauru,2009,ep,3544,0,0,0
Nauru,2009,ep,4554,1,0,1
Nauru,2009,ep,5564,0,1,1
Nauru,2009,ep,65,0,0,0
Nauru,2009,sp,014,0,0,0
Nauru,2009,sp,1524,1,0,1
Nauru,2009,sp,2534,0,0,0
Nauru,2009,sp,3544,0,0,0
Nauru,2009,sp,4554,0,0,0
Nauru,2009,sp,5564,0,0,0
Nauru,2009,sp,65,0,0,0
Nauru,2010,ep,014,0,0,0
Nauru,2010,ep,1524,0,0,0
Nauru,2010,ep,2534,0,1,1
Nauru,2010,ep,3544,0,0,0
Nauru,2010,ep,4554,0,0,0
Nauru,2010,ep,5564,0,0,0
Nauru,2010,ep,65,0,0,0
Nauru,2010,sn,014,0,0,0
Nauru,2010,sn,1524,0,0,0
Nauru,2010,sn,2534,0,0,0
Nauru,2010,sn,3544,0,0,0
Nauru,2010,sn,4554,0,0,0
Nauru,2010,sn,5564,0,1,1
Nauru,2010,sn,65,0,0,0
Nauru,2010,sp,014,0,0,0
Nauru,2010,sp,1524,0,0,0
Nauru,2010,sp,2534,0,0,0
Nauru,2010,sp,3544,1,0,1
Nauru,2010,sp,4554,0,0,0
Nauru,2010,sp,5564,0,0,0
Nauru,2010,sp,65,0,0,0
Nauru,2011,ep,014,0,0,0
Nauru,2011,ep,1524,0,0,0
Nauru,2011,ep,2534,0,0,0
Nauru,2011,ep,3544,0,0,0
Nauru,2011,ep,4554,0,0,0
Nauru,2011,ep,5564,1,0,1
Nauru,2011,ep,65,0,0,0
Nauru,2011,sn,014,0,0,0
Nauru,2011,sn,1524,0,0,0
Nauru,2011,sn,2534,1,0,1
Nauru,2011,sn,3544,0,0,0
Nauru,2011,sn,4554,0,0,0
Nauru,2011,sn,5564,0,0,0
Nauru,2011,sn,65,0,0,0
Nauru,2011,sp,014,0,0,0
Nauru,2011,sp,1524,0,0,0
Nauru,2011,sp,2534,0,0,0
Nauru,2011,sp,3544,0,1,1
Nauru,2011,sp,4554,0,1,1
Nauru,2011,sp,5564,0,0,0
Nauru,2011,sp,65,1,0,1
Nepal,1996,sp,014,155,91,246
Nepal,1996,sp,1524,853,1451,2304
Nepal,1996,sp,2534,734,1285,2019
Nepal,1996,sp,3544,534,1221,1755
Nepal,1996,sp,4554,288,1035,1323
Nepal,1996,sp,5564,190,738,928
Nepal,1996,sp,65,110,407,517
Nepal,1998,sp,014,173,133,306
Nepal,1998,sp,1524,1112,1621,2733
Nepal,1998,sp,2534,838,1522,2360
Nepal,1998,sp,3544,621,1500,2121
Nepal,1998,sp,4554,407,1292,1699
Nepal,1998,sp,5564,219,884,1103
Nepal,1998,sp,65,170,480,650
Nepal,1999,sp,014,185,150,335
Nepal,1999,sp,1524,1239,1872,3111
Nepal,1999,sp,2534,1133,1800,2933
Nepal,1999,sp,3544,754,1703,2457
Nepal,1999,sp,4554,553,1545,2098
Nepal,1999,sp,5564,316,1161,1477
Nepal,1999,sp,65,200,799,999
Nepal,2000,sp,014,176,170,346
Nepal,2000,sp,1524,1267,1904,3171
Nepal,2000,sp,2534,1078,1763,2841
Nepal,2000,sp,3544,833,1713,2546
Nepal,2000,sp,4554,575,1491,2066
Nepal,2000,sp,5564,419,1294,1713
Nepal,2000,sp,65,228,772,1000
Nepal,2001,sp,014,171,155,326
Nepal,2001,sp,1524,1295,1957,3252
Nepal,2001,sp,2534,1060,1709,2769
Nepal,2001,sp,3544,838,1743,2581
Nepal,2001,sp,4554,573,1491,2064
Nepal,2001,sp,5564,375,1300,1675
Nepal,2001,sp,65,222,775,997
Nepal,2002,sp,014,202,129,331
Nepal,2002,sp,1524,1203,1980,3183
Nepal,2002,sp,2534,1041,1707,2748
Nepal,2002,sp,3544,796,1686,2482
Nepal,2002,sp,4554,544,1579,2123
Nepal,2002,sp,5564,426,1465,1891
Nepal,2002,sp,65,198,758,956
Nepal,2003,sp,014,189,122,311
Nepal,2003,sp,1524,1283,2039,3322
Nepal,2003,sp,2534,1107,1658,2765
Nepal,2003,sp,3544,873,1619,2492
Nepal,2003,sp,4554,609,1769,2378
Nepal,2003,sp,5564,486,1639,2125
Nepal,2003,sp,65,220,735,955
Nepal,2004,sp,014,188,121,309
Nepal,2004,sp,1524,1282,1991,3273
Nepal,2004,sp,2534,1138,1749,2887
Nepal,2004,sp,3544,849,1652,2501
Nepal,2004,sp,4554,677,1710,2387
Nepal,2004,sp,5564,540,1739,2279
Nepal,2004,sp,65,215,763,978
Nepal,2005,sp,014,195,148,343
Nepal,2005,sp,1524,1208,1946,3154
Nepal,2005,sp,2534,1111,1685,2796
Nepal,2005,sp,3544,797,1722,2519
Nepal,2005,sp,4554,658,1806,2464
Nepal,2005,sp,5564,532,1759,2291
Nepal,2005,sp,65,230,820,1050
Nepal,2006,ep,014,0,0,0
Nepal,2006,ep,1524,0,0,0
Nepal,2006,ep,2534,0,0,0
Nepal,2006,ep,3544,0,0,0
Nepal,2006,ep,4554,0,0,0
Nepal,2006,ep,5564,0,0,0
Nepal,2006,ep,65,0,0,0
Nepal,2006,sn,014,0,0,0
Nepal,2006,sn,1524,0,0,0
Nepal,2006,sn,2534,0,0,0
Nepal,2006,sn,3544,0,0,0
Nepal,2006,sn,4554,0,0,0
Nepal,2006,sn,5564,0,0,0
Nepal,2006,sn,65,0,0,0
Nepal,2006,sp,014,179,125,304
Nepal,2006,sp,1524,1164,1914,3078
Nepal,2006,sp,2534,1001,1651,2652
Nepal,2006,sp,3544,788,1640,2428
Nepal,2006,sp,4554,613,1688,2301
Nepal,2006,sp,5564,519,1695,2214
Nepal,2006,sp,65,243,808,1051
Nepal,2007,ep,014,0,0,0
Nepal,2007,ep,1524,0,0,0
Nepal,2007,ep,2534,0,0,0
Nepal,2007,ep,3544,0,0,0
Nepal,2007,ep,4554,0,0,0
Nepal,2007,ep,5564,0,0,0
Nepal,2007,ep,65,0,0,0
Nepal,2007,sn,014,0,0,0
Nepal,2007,sn,1524,0,0,0
Nepal,2007,sn,2534,0,0,0
Nepal,2007,sn,3544,0,0,0
Nepal,2007,sn,4554,0,0,0
Nepal,2007,sn,5564,0,0,0
Nepal,2007,sn,65,0,0,0
Nepal,2007,sp,014,175,150,325
Nepal,2007,sp,1524,1149,2025,3174
Nepal,2007,sp,2534,1027,1591,2618
Nepal,2007,sp,3544,793,1636,2429
Nepal,2007,sp,4554,619,1720,2339
Nepal,2007,sp,5564,578,1715,2293
Nepal,2007,sp,65,258,919,1177
Nepal,2008,sp,014,107,81,188
Nepal,2008,sp,1524,832,150,982
Nepal,2008,sp,2534,820,1409,2229
Nepal,2008,sp,3544,704,1558,2262
Nepal,2008,sp,4554,630,1706,2336
Nepal,2008,sp,5564,523,1515,2038
Nepal,2008,sp,65,226,792,1018
Nepal,2009,sp,014,181,149,330
Nepal,2009,sp,1524,1223,1991,3214
Nepal,2009,sp,2534,1022,1864,2886
Nepal,2009,sp,3544,845,1761,2606
Nepal,2009,sp,4554,675,1897,2572
Nepal,2009,sp,5564,579,1871,2450
Nepal,2009,sp,65,317,1067,1384
Nepal,2010,sp,014,192,165,357
Nepal,2010,sp,1524,1177,2110,3287
Nepal,2010,sp,2534,1036,1832,2868
Nepal,2010,sp,3544,819,1724,2543
Nepal,2010,sp,4554,681,1856,2537
Nepal,2010,sp,5564,642,1857,2499
Nepal,2010,sp,65,352,1126,1478
Nepal,2011,ep,014,0,0,0
Nepal,2011,ep,1524,0,0,0
Nepal,2011,ep,2534,0,0,0
Nepal,2011,ep,3544,0,0,0
Nepal,2011,ep,4554,0,0,0
Nepal,2011,ep,5564,0,0,0
Nepal,2011,ep,65,0,0,0
Nepal,2011,sn,014,0,0,0
Nepal,2011,sn,1524,0,0,0
Nepal,2011,sn,2534,0,0,0
Nepal,2011,sn,3544,0,0,0
Nepal,2011,sn,4554,0,0,0
Nepal,2011,sn,5564,0,0,0
Nepal,2011,sn,65,0,0,0
Nepal,2011,sp,014,247,245,492
Nepal,2011,sp,1524,1182,1914,3096
Nepal,2011,sp,2534,978,1755,2733
Nepal,2011,sp,3544,752,1723,2475
Nepal,2011,sp,4554,624,1732,2356
Nepal,2011,sp,5564,604,1710,2314
Nepal,2011,sp,65,354,1180,1534
Nepal,2012,sp,014,210,250,460
Nepal,2012,sp,1524,1227,1906,3133
Nepal,2012,sp,2534,1036,1756,2792
Nepal,2012,sp,3544,666,1644,2310
Nepal,2012,sp,4554,638,1708,2346
Nepal,2012,sp,5564,643,1773,2416
Nepal,2012,sp,65,397,1203,1600
Nepal,2013,rel,014,223,186,409
Nepal,2013,rel,1524,1203,1889,3092
Nepal,2013,rel,2534,1007,1768,2775
Nepal,2013,rel,3544,737,1525,2262
Nepal,2013,rel,4554,660,1690,2350
Nepal,2013,rel,5564,691,1675,2366
Nepal,2013,rel,65,430,1415,1845
Netherlands,1995,sp,014,24,22,46
Netherlands,1995,sp,1524,56,79,135
Netherlands,1995,sp,2534,50,119,169
Netherlands,1995,sp,3544,13,75,88
Netherlands,1995,sp,4554,10,28,38
Netherlands,1995,sp,5564,8,9,17
Netherlands,1995,sp,65,7,10,17
Netherlands,1996,sp,014,1,8,9
Netherlands,1996,sp,1524,24,48,72
Netherlands,1996,sp,2534,40,65,105
Netherlands,1996,sp,3544,14,46,60
Netherlands,1996,sp,4554,5,26,31
Netherlands,1996,sp,5564,6,21,27
Netherlands,1996,sp,65,20,34,54
Netherlands,1997,sp,014,4,3,7
Netherlands,1997,sp,1524,17,33,50
Netherlands,1997,sp,2534,31,65,96
Netherlands,1997,sp,3544,10,47,57
Netherlands,1997,sp,4554,12,32,44
Netherlands,1997,sp,5564,4,12,16
Netherlands,1997,sp,65,11,31,42
Netherlands,1998,sp,014,2,2,4
Netherlands,1998,sp,1524,19,31,50
Netherlands,1998,sp,2534,25,40,65
Netherlands,1998,sp,3544,17,41,58
Netherlands,1998,sp,4554,4,21,25
Netherlands,1998,sp,5564,6,11,17
Netherlands,1998,sp,65,9,26,35
Netherlands,1999,sp,014,5,5,10
Netherlands,1999,sp,1524,26,44,70
Netherlands,1999,sp,2534,39,67,106
Netherlands,1999,sp,3544,16,32,48
Netherlands,1999,sp,4554,2,24,26
Netherlands,1999,sp,5564,1,12,13
Netherlands,1999,sp,65,16,19,35
Netherlands,2000,sp,014,4,0,4
Netherlands,2000,sp,1524,29,34,63
Netherlands,2000,sp,2534,22,63,85
Netherlands,2000,sp,3544,16,41,57
Netherlands,2000,sp,4554,9,25,34
Netherlands,2000,sp,5564,5,10,15
Netherlands,2000,sp,65,10,21,31
Netherlands,2001,sp,014,1,1,2
Netherlands,2001,sp,1524,26,51,77
Netherlands,2001,sp,2534,32,51,83
Netherlands,2001,sp,3544,19,33,52
Netherlands,2001,sp,4554,9,29,38
Netherlands,2001,sp,5564,5,12,17
Netherlands,2001,sp,65,10,24,34
Netherlands,2002,sp,014,5,1,6
Netherlands,2002,sp,1524,27,40,67
Netherlands,2002,sp,2534,32,54,86
Netherlands,2002,sp,3544,12,39,51
Netherlands,2002,sp,4554,13,33,46
Netherlands,2002,sp,5564,4,7,11
Netherlands,2002,sp,65,9,20,29
Netherlands,2003,sp,014,0,2,2
Netherlands,2003,sp,1524,16,35,51
Netherlands,2003,sp,2534,30,50,80
Netherlands,2003,sp,3544,12,38,50
Netherlands,2003,sp,4554,10,17,27
Netherlands,2003,sp,5564,3,15,18
Netherlands,2003,sp,65,5,15,20
Netherlands,2004,sp,014,4,6,10
Netherlands,2004,sp,1524,20,36,56
Netherlands,2004,sp,2534,33,54,87
Netherlands,2004,sp,3544,15,37,52
Netherlands,2004,sp,4554,4,26,30
Netherlands,2004,sp,5564,4,22,26
Netherlands,2004,sp,65,12,31,43
Netherlands,2005,sp,014,3,0,3
Netherlands,2005,sp,1524,14,23,37
Netherlands,2005,sp,2534,19,42,61
Netherlands,2005,sp,3544,11,23,34
Netherlands,2005,sp,4554,9,26,35
Netherlands,2005,sp,5564,1,14,15
Netherlands,2005,sp,65,4,19,23
Netherlands,2006,ep,014,8,5,13
Netherlands,2006,ep,1524,19,22,41
Netherlands,2006,ep,2534,37,39,76
Netherlands,2006,ep,3544,33,26,59
Netherlands,2006,ep,4554,23,29,52
Netherlands,2006,ep,5564,23,15,38
Netherlands,2006,ep,65,32,30,62
Netherlands,2006,sn,014,19,13,32
Netherlands,2006,sn,1524,23,40,63
Netherlands,2006,sn,2534,40,65,105
Netherlands,2006,sn,3544,28,48,76
Netherlands,2006,sn,4554,24,25,49
Netherlands,2006,sn,5564,15,16,31
Netherlands,2006,sn,65,36,49,85
Netherlands,2006,sp,014,3,0,3
Netherlands,2006,sp,1524,15,25,40
Netherlands,2006,sp,2534,17,23,40
Netherlands,2006,sp,3544,12,31,43
Netherlands,2006,sp,4554,5,23,28
Netherlands,2006,sp,5564,3,17,20
Netherlands,2006,sp,65,10,19,29
Netherlands,2007,ep,014,12,16,28
Netherlands,2007,ep,1524,27,31,58
Netherlands,2007,ep,2534,31,42,73
Netherlands,2007,ep,3544,19,35,54
Netherlands,2007,ep,4554,26,26,52
Netherlands,2007,ep,5564,19,19,38
Netherlands,2007,ep,65,34,29,63
Netherlands,2007,sn,014,6,12,18
Netherlands,2007,sn,1524,25,27,52
Netherlands,2007,sn,2534,31,40,71
Netherlands,2007,sn,3544,23,37,60
Netherlands,2007,sn,4554,13,27,40
Netherlands,2007,sn,5564,12,20,32
Netherlands,2007,sn,65,41,49,90
Netherlands,2007,sp,014,1,1,2
Netherlands,2007,sp,1524,12,10,22
Netherlands,2007,sp,2534,22,22,44
Netherlands,2007,sp,3544,17,28,45
Netherlands,2007,sp,4554,6,21,27
Netherlands,2007,sp,5564,5,15,20
Netherlands,2007,sp,65,12,15,27
Netherlands,2008,ep,014,10,19,29
Netherlands,2008,ep,1524,35,26,61
Netherlands,2008,ep,2534,55,50,105
Netherlands,2008,ep,3544,32,37,69
Netherlands,2008,ep,4554,23,23,46
Netherlands,2008,ep,5564,13,13,26
Netherlands,2008,ep,65,29,23,52
Netherlands,2008,sn,014,14,5,19
Netherlands,2008,sn,1524,31,45,76
Netherlands,2008,sn,2534,42,34,76
Netherlands,2008,sn,3544,22,43,65
Netherlands,2008,sn,4554,13,29,42
Netherlands,2008,sn,5564,11,25,36
Netherlands,2008,sn,65,24,33,57
Netherlands,2008,sp,014,2,0,2
Netherlands,2008,sp,1524,13,16,29
Netherlands,2008,sp,2534,19,24,43
Netherlands,2008,sp,3544,14,26,40
Netherlands,2008,sp,4554,6,19,25
Netherlands,2008,sp,5564,6,18,24
Netherlands,2008,sp,65,7,19,26
Netherlands,2009,ep,014,20,16,36
Netherlands,2009,ep,1524,29,62,91
Netherlands,2009,ep,2534,59,52,111
Netherlands,2009,ep,3544,36,48,84
Netherlands,2009,ep,4554,30,19,49
Netherlands,2009,ep,5564,36,19,55
Netherlands,2009,ep,65,36,34,70
Netherlands,2009,sn,014,7,12,19
Netherlands,2009,sn,1524,19,53,72
Netherlands,2009,sn,2534,31,58,89
Netherlands,2009,sn,3544,14,42,56
Netherlands,2009,sn,4554,17,31,48
Netherlands,2009,sn,5564,16,23,39
Netherlands,2009,sn,65,27,41,68
Netherlands,2009,sp,014,1,1,2
Netherlands,2009,sp,1524,21,28,49
Netherlands,2009,sp,2534,24,21,45
Netherlands,2009,sp,3544,7,25,32
Netherlands,2009,sp,4554,8,22,30
Netherlands,2009,sp,5564,4,13,17
Netherlands,2009,sp,65,13,14,27
Netherlands,2010,ep,014,10,9,19
Netherlands,2010,ep,1524,36,35,71
Netherlands,2010,ep,2534,50,72,122
Netherlands,2010,ep,3544,47,40,87
Netherlands,2010,ep,4554,30,30,60
Netherlands,2010,ep,5564,29,15,44
Netherlands,2010,ep,65,25,28,53
Netherlands,2010,sn,014,4,10,14
Netherlands,2010,sn,1524,28,30,58
Netherlands,2010,sn,2534,50,44,94
Netherlands,2010,sn,3544,23,37,60
Netherlands,2010,sn,4554,10,25,35
Netherlands,2010,sn,5564,15,26,41
Netherlands,2010,sn,65,33,35,68
Netherlands,2010,sp,014,1,0,1
Netherlands,2010,sp,1524,9,23,32
Netherlands,2010,sp,2534,14,29,43
Netherlands,2010,sp,3544,13,22,35
Netherlands,2010,sp,4554,6,20,26
Netherlands,2010,sp,5564,4,11,15
Netherlands,2010,sp,65,11,18,29
Netherlands,2011,ep,014,16,17,33
Netherlands,2011,ep,1524,26,21,47
Netherlands,2011,ep,2534,55,71,126
Netherlands,2011,ep,3544,37,38,75
Netherlands,2011,ep,4554,30,21,51
Netherlands,2011,ep,5564,23,20,43
Netherlands,2011,ep,65,21,24,45
Netherlands,2011,sn,014,9,9,18
Netherlands,2011,sn,1524,31,32,63
Netherlands,2011,sn,2534,38,41,79
Netherlands,2011,sn,3544,16,24,40
Netherlands,2011,sn,4554,22,23,45
Netherlands,2011,sn,5564,19,26,45
Netherlands,2011,sn,65,28,39,67
Netherlands,2011,sp,014,2,2,4
Netherlands,2011,sp,1524,13,22,35
Netherlands,2011,sp,2534,14,35,49
Netherlands,2011,sp,3544,7,19,26
Netherlands,2011,sp,4554,7,24,31
Netherlands,2011,sp,5564,4,13,17
Netherlands,2011,sp,65,3,13,16
Netherlands,2012,ep,014,16,12,28
Netherlands,2012,ep,1524,31,24,55
Netherlands,2012,ep,2534,61,59,120
Netherlands,2012,ep,3544,26,45,71
Netherlands,2012,ep,4554,28,27,55
Netherlands,2012,ep,5564,20,20,40
Netherlands,2012,ep,65,35,40,75
Netherlands,2012,sn,014,8,8,16
Netherlands,2012,sn,1524,17,27,44
Netherlands,2012,sn,2534,31,42,73
Netherlands,2012,sn,3544,20,25,45
Netherlands,2012,sn,4554,20,19,39
Netherlands,2012,sn,5564,13,21,34
Netherlands,2012,sn,65,18,31,49
Netherlands,2012,sp,014,4,1,5
Netherlands,2012,sp,1524,7,15,22
Netherlands,2012,sp,2534,18,31,49
Netherlands,2012,sp,3544,15,14,29
Netherlands,2012,sp,4554,4,18,22
Netherlands,2012,sp,5564,6,9,15
Netherlands,2012,sp,65,6,15,21
Netherlands,2013,rel,014,14,18,32
Netherlands,2013,rel,1524,47,71,118
Netherlands,2013,rel,2534,90,129,219
Netherlands,2013,rel,3544,46,82,128
Netherlands,2013,rel,4554,48,76,124
Netherlands,2013,rel,5564,34,46,80
Netherlands,2013,rel,65,54,76,130
Netherlands Antilles,1996,sp,014,0,0,0
Netherlands Antilles,1996,sp,1524,0,0,0
Netherlands Antilles,1996,sp,2534,0,0,0
Netherlands Antilles,1996,sp,3544,1,0,1
Netherlands Antilles,1996,sp,4554,0,1,1
Netherlands Antilles,1996,sp,5564,0,1,1
Netherlands Antilles,1996,sp,65,0,1,1
Netherlands Antilles,1997,sp,014,0,0,0
Netherlands Antilles,1997,sp,1524,0,0,0
Netherlands Antilles,1997,sp,2534,2,1,3
Netherlands Antilles,1997,sp,3544,2,1,3
Netherlands Antilles,1997,sp,4554,1,0,1
Netherlands Antilles,1997,sp,5564,1,1,2
Netherlands Antilles,1997,sp,65,1,3,4
Netherlands Antilles,1998,sp,014,0,0,0
Netherlands Antilles,1998,sp,1524,1,0,1
Netherlands Antilles,1998,sp,2534,0,0,0
